0.02,0.1,0.5,1,5,5n,compound
-0.156653,-0.386348,-1.06155,-1.06611,-0.01193,-0.01233,PBS
-0.153917,-0.376092,-1.04999,-1.04999,-0.01119,-0.01156,PBS
-0.151894,-0.364798,-0.811759,-0.084871,-0.01039,-0.01083,PBS
-0.147218,-0.356848,-0.719642,-0.777445,-0.00966,-0.01009,PBS
-0.147004,-0.357031,-0.065794,-0.683201,-0.00901,-0.00938,PBS
-0.144412,-0.336952,-0.607133,-0.606612,-0.00825,-0.00863,PBS
-0.141938,-0.328845,-0.558781,-0.539818,-0.00755,-0.0079,PBS
-0.140322,-0.317829,-0.516892,-0.483311,-0.00688,-0.00721,PBS
-0.138189,-0.309898,-0.477356,-0.439021,-0.00623,-0.00652,PBS
-0.136317,-0.300124,-0.433806,-0.397524,-0.00563,-0.00583,PBS
-0.133485,-0.290881,-0.401128,-0.368494,-0.00496,-0.00516,PBS
-0.131214,-0.284626,-0.372639,-0.349337,-0.00432,-0.00452,PBS
-0.128427,-0.273483,-0.337737,-0.312238,-0.00373,-0.00389,PBS
-0.127127,-0.265682,-0.314301,-0.295379,-0.00315,-0.00328,PBS
-0.124941,-0.255611,-0.028533,-0.268063,-0.00262,-0.00271,PBS
-0.123105,-0.248227,-0.262973,-0.242797,-0.00215,-0.00222,PBS
-0.120028,-0.239288,-0.243307,-0.224359,-0.00174,-0.00181,PBS
-0.116939,-0.230774,-0.217707,-0.195126,-0.00147,-0.00148,PBS
-0.116058,-0.221792,-0.200692,-0.175339,-0.00123,-0.00124,PBS
-0.114077,-0.211659,-0.177451,-0.153659,-0.00106,-0.00109,PBS
-0.110476,-0.196562,-0.167382,-0.129459,-89.0246,-89.0356,PBS
-0.111877,-0.192126,-0.015444,-0.101712,-72.1868,-67.5582,PBS
-0.108872,-0.179875,-0.132946,-0.0874295,-52.2164,-52.7594,PBS
-0.105698,-0.177177,-0.116039,-0.0453186,-38.9084,-4.1384,PBS
-0.103931,-0.167235,-0.100546,-0.102492,-30.0428,-30.6374,PBS
-0.101922,-0.015851,-0.001807,-0.00276645,-23.1221,-2.3607,PBS
-0.0027615,-0.149561,-0.242467,-0.0387674,-15.9799,-17.8537,PBS
-0.100138,-0.139341,-0.196369,0.0878774,-10.9891,-10.4462,PBS
-0.0962429,-0.129684,-0.0275932,0.127798,5.78313,10.0008,PBS
-0.0921056,-0.120153,-0.0755177,0.135789,23.9455,28.4545,PBS
-0.0896067,-0.111389,-0.0127375,0.0706413,26.8246,4.2753,PBS
-0.0087072,-0.102105,0.0202423,0.108737,60.4566,60.2595,PBS
-0.0851772,-0.0329928,0.0628585,0.145447,65.8837,90.5248,PBS
-0.0831397,-0.0889844,0.0993212,0.187497,64.3386,79.9981,PBS
-0.0813227,-0.0733074,0.213421,0.234836,42.8665,44.4779,PBS
-0.0792928,-0.0535968,0.145369,0.296988,4.1334,45.5991,PBS
-0.0770673,-0.0528748,0.169688,0.364861,48.4455,49.2686,PBS
-0.0750321,-0.0334842,0.200806,0.456013,69.0116,63.4269,PBS
-0.0760079,-0.0202017,0.236034,0.565474,0.00104,90.4189,PBS
-0.0723568,-0.0107057,0.267285,0.707888,0.00126,0.00115,PBS
-0.0688988,-0.000207371,0.300284,0.885479,0.00156,0.00145,PBS
-0.0670546,-0.000185807,0.003322,0.12314,0.00189,0.00175,PBS
-0.0650762,0.00103885,0.368432,1.63304,0.00225,0.00208,PBS
-0.0629861,0.275417,0.396336,2.64051,0.00263,0.00242,PBS
-0.0612316,0.000106045,0.430913,5.68724,0.00301,0.00277,PBS
-0.0591949,0.352445,0.467863,11.1644,0.0034,0.00312,PBS
-0.0572873,0.0105456,0.505819,10.8158,0.00378,0.00346,PBS
-0.0552263,0.0443191,0.546915,11.2065,0.00413,0.00378,PBS
-0.0531889,0.0578099,0.585499,12.0784,0.0043,0.00405,PBS
-0.0511073,0.0711897,0.631657,12.8205,0.00451,0.00426,PBS
-0.0048959,0.0730482,0.677203,13.3269,0.00466,0.00427,PBS
-0.0470292,0.0975271,0.072187,13.5894,0.00462,0.00419,PBS
-0.0456893,0.0096546,0.733364,13.6373,0.0044,0.00401,PBS
-0.0433977,0.276232,0.080174,13.5352,0.00424,0.00388,PBS
-0.0411395,0.174723,0.848012,13.3441,0.00398,0.00393,PBS
-0.0393817,0.110447,0.908064,13.1005,0.00385,0.00412,PBS
-0.0039948,0.123389,0.974669,12.8437,0.00394,0.00441,PBS
-0.0035486,0.132763,1.04689,1.2579,0.00421,0.00466,PBS
-0.0033348,0.143086,1.07532,12.3075,0.0045,0.00497,PBS
-0.0313319,0.015286,1.15475,12.0018,0.00477,0.00534,PBS
-0.0291707,0.166667,1.23365,11.6173,0.00503,0.00571,PBS
-0.0269207,0.017568,1.31958,9.75961,0.00531,0.00608,PBS
-0.0248807,0.178771,1.41188,9.05517,0.00563,0.00656,PBS
-0.0230154,0.190942,1.51599,8.84392,0.00601,0.00744,PBS
-0.0210034,0.199856,1.63163,8.78291,0.00638,0.00787,PBS
-0.0189939,0.002103,1.75808,8.87023,0.00689,0.00825,PBS
-0.0171661,0.220902,1.90521,9.01541,0.00746,0.00885,PBS
-0.0015192,0.231639,2.06982,9.13959,0.00794,0.0094,PBS
-0.0133998,0.242737,2.26197,9.24182,0.00851,0.01006,PBS
-0.0114432,0.253142,2.44067,9.35399,0.00917,0.01094,PBS
-0.000202803,0.262887,2.69565,9.51555,0.00973,0.01149,PBS
-0.00103526,0.027249,2.99362,9.80161,0.01023,0.01212,PBS
-0.00103402,0.283753,3.32374,0.09673,0.01085,0.0128,PBS
-0.00231346,0.299112,3.68973,10.1701,0.01151,0.01351,PBS
-0.00678027,0.306009,4.08311,10.6656,0.01199,0.01418,PBS
-0.00481002,0.315894,0.04493,11.1666,0.01264,0.01498,PBS
-0.00105632,0.031909,4.91734,0.1166,0.01329,0.0157,PBS
0.00169583,0.334052,5.34326,1.2128,0.01417,0.01647,PBS
0.00426544,0.345287,5.76408,1.2299,0.01481,0.01723,PBS
0.00635862,0.356591,6.18569,12.7349,0.01552,0.01798,PBS
0.00808179,0.366102,6.59635,13.2481,0.01623,0.01876,PBS
0.00980764,0.377696,6.99852,1.3777,0.01694,0.01956,PBS
0.00996776,0.387201,7.39151,14.3178,0.01762,0.02037,PBS
0.0100781,0.397809,7.76842,14.8427,0.01834,0.02125,PBS
0.0101867,0.409196,8.13405,15.3673,0.01909,0.0221,PBS
0.00994479,0.379454,0.72732,13.2439,0.01858,0.02144,PBS
0.00669362,0.364191,6.26507,11.5841,0.01807,0.02074,PBS
0.00218372,0.350494,5.57165,10.1837,0.0175,0.0201,PBS
-0.0000684239,0.339383,5.01125,9.03187,0.0169,0.01934,PBS
-0.0014835,0.032861,4.51601,7.96201,0.01629,0.01863,PBS
-0.000147667,0.316577,4.07618,7.09223,0.01569,0.01791,PBS
-0.00104486,0.030625,3.67042,6.33132,0.01505,0.01721,PBS
-0.00242571,0.295108,3.31689,5.66467,0.01442,0.01648,PBS
-0.124459,0.286313,2.99586,0.50794,0.01378,0.01573,PBS
-0.00012685,0.275287,2.70617,4.56338,0.01318,0.01499,PBS
-0.0001047,0.266199,0.24406,4.10416,0.01252,0.01462,PBS
0.154752,0.245798,2.19983,3.70778,0.01192,0.01391,PBS
-0.0112794,0.246942,1.97862,3.35167,0.01126,0.01315,PBS
-0.0260866,0.236609,1.77777,3.03491,0.01062,0.01242,PBS
-0.0343505,0.228201,1.59425,2.75085,0.01001,0.01171,PBS
-0.0350327,0.217822,1.42389,2.50836,0.00936,0.01097,PBS
-0.0366164,0.207664,1.27065,2.28029,0.00874,0.01026,PBS
-0.0381356,0.199172,1.12973,2.07867,0.00812,0.0096,PBS
-0.0400818,0.189043,1.00021,1.89634,0.00752,0.00893,PBS
-0.0404891,0.179723,0.903264,0.17317,0.00701,0.00827,PBS
-0.0444865,0.169768,0.755661,1.57907,0.00643,0.00764,PBS
-0.0468887,0.159524,0.656003,1.48171,0.0059,0.00705,PBS
-0.0484301,0.148961,0.566469,1.33076,0.00542,0.00646,PBS
-0.0494388,0.134621,0.485469,1.19757,0.00492,0.00591,PBS
-0.0525478,0.130101,0.413197,1.07247,0.00449,0.00535,PBS
-0.0054865,0.119118,0.349218,0.0000105,0.00402,0.00483,PBS
-0.0567967,0.103459,0.294592,0.859319,0.0036,0.00432,PBS
-0.0589951,0.102652,0.247851,0.735057,0.0032,0.00382,PBS
-0.0605554,0.0176559,0.195085,0.623993,0.0028,0.00332,PBS
-0.0630754,0.0657755,0.142654,0.514902,0.00242,0.00283,PBS
-0.0649785,0.0673058,0.115873,0.412388,0.0021,0.00238,PBS
-0.0668585,0.0005333,0.0152856,0.302759,0.0018,0.002,PBS
-0.0690197,0.0383785,0.0174267,0.236978,0.00158,0.00169,PBS
-0.0710421,0.0024728,-0.0525553,0.174568,0.00138,0.00146,PBS
-0.0730523,0.0012873,-0.0966641,0.262337,0.0012,0.00127,PBS
-0.0721313,0.000134042,-0.104974,-0.104938,0.00102,0.00107,PBS
-0.0763639,0.000386594,-0.0046158,-0.201446,8.7729,82.3243,PBS
-0.0792454,-0.000808376,-0.120164,-0.308031,70.2842,66.1846,PBS
-0.0811221,-0.00702912,-0.155307,-0.393301,55.1019,52.5863,PBS
-0.0832267,-0.0184003,-0.193689,-0.004662,40.2133,44.7657,PBS
-0.0852005,-0.0322908,-0.228928,-0.530822,32.5309,34.9366,PBS
-0.0870656,-0.0424813,-0.026282,-0.590323,24.2125,25.2633,PBS
-0.0894334,-0.0439265,-0.294103,-0.644176,14.0888,14.9711,PBS
-0.0916864,-0.0051097,-0.322571,-0.683689,5.85861,5.62481,PBS
-0.0942699,-0.0720721,-0.351561,-0.720598,-11.0199,-14.5359,PBS
-0.0971498,-0.0874436,-0.377381,-0.770959,-33.9829,-41.6744,PBS
-0.0991028,-0.0995149,-0.400354,-0.848833,-42.9491,-52.8564,PBS
-0.100037,-0.102627,-0.426877,-0.940893,-35.5765,-54.7207,PBS
-0.100876,-0.232013,-0.452482,-0.0000105,-28.9973,-54.6101,PBS
-0.101678,-0.114015,-0.473285,-1.03695,-25.3145,-39.0072,PBS
-0.102627,-0.122033,-0.494249,-1.13705,-29.6602,-43.5316,PBS
-0.103327,-0.132022,-0.520316,-1.25059,-36.9026,-63.8171,PBS
-0.103869,-0.142241,-0.502759,-1.30908,-57.0647,-81.9797,PBS
-0.0802945,-0.152516,-0.555227,-1.47196,-92.6135,-0.00105,PBS
-0.011268,-0.161638,-0.583286,-0.16902,-0.00101,-0.00121,PBS
-0.114164,-0.171411,-0.607887,-1.98256,-0.00114,-0.0014,PBS
-0.115666,-0.182545,-0.063978,-2.42698,-0.00133,-0.00166,PBS
-0.117666,-0.191721,-0.648533,-3.24619,-0.00155,-0.0019,PBS
-0.119784,-0.201169,-0.691576,-4.87552,-0.00176,-0.00222,PBS
-0.121463,-0.021144,-0.072836,-7.84316,-0.00198,-0.00254,PBS
-0.123907,-0.223427,-0.755028,-10.2487,-0.00217,-0.00284,PBS
-0.125348,-0.233781,-0.078473,-9.34002,-0.00232,-0.00311,PBS
-0.127198,-0.243301,-0.817655,-10.2481,-0.00241,-0.00335,PBS
-0.129627,-0.253646,-0.084396,-11.0451,-0.00246,-0.00353,PBS
-0.131539,-0.268696,-0.870059,-11.6395,-0.00247,-0.00363,PBS
-0.133115,-0.027331,-0.900711,-1.1982,-0.00245,-0.00362,PBS
-0.135143,-0.028496,-0.940983,-1.2116,-0.00244,-0.00355,PBS
-0.137333,-0.294515,-0.989604,-12.0709,-0.00246,-0.00348,PBS
-0.139216,-0.305334,-1.02492,-10.4732,-0.00243,-0.00347,PBS
-0.141084,-0.316182,-1.01492,-10.4816,-0.00274,-0.00353,PBS
-0.144992,-0.325874,-1.05872,-10.4738,-0.00309,-0.00367,PBS
-0.144968,-0.335715,-1.10374,-10.4524,-0.00345,-0.00392,PBS
-0.146748,-0.344958,-0.11493,-10.4041,-0.0038,-0.00427,PBS
-0.149215,-0.355489,-0.01195,-10.3265,-0.00435,-0.00466,PBS
-0.150919,-0.036538,-1.24201,-10.0753,-0.00477,-0.00507,PBS
-0.152586,-0.374158,-0.12925,-9.74927,-0.00515,-0.00551,PBS
-0.001547,-0.371885,-1.34292,-9.46094,-0.00557,-0.00596,PBS
-0.157357,-0.391439,-1.39871,-9.31426,-0.00602,-0.00643,PBS
-0.158635,-0.400754,-1.45731,-9.17399,-0.00655,-0.00692,PBS
-0.160754,-0.410363,-1.51875,-8.93654,-0.00711,-0.00744,PBS
-0.162421,-0.419224,-1.58522,-8.72332,-0.0078,-0.00795,PBS
-0.164225,-0.428203,-0.16579,-8.48526,-0.00834,-0.00852,PBS
-0.166598,-0.423681,-0.17369,-8.34799,-0.009,-0.00914,PBS
-0.167728,-0.445909,-1.82442,-8.26543,-0.00974,-0.00989,PBS
-0.016997,-0.456158,-1.91801,-0.82078,-0.01049,-0.01045,PBS
-0.172387,-0.465513,-2.02577,-8.18034,-0.01129,-0.01104,PBS
-0.001735,-0.474811,-0.21466,-7.63492,-0.01212,-0.01171,PBS
-0.175797,-0.483807,-0.22851,-7.75551,-0.01305,-0.01243,PBS
-0.179514,-0.492901,-2.44743,-7.91703,-0.01388,-0.01321,PBS
-0.179536,-0.502314,-2.59656,-8.14586,-0.01478,-0.01393,PBS
-0.182153,-0.511692,-2.81595,-8.41066,-0.01572,-0.01473,PBS
-0.183872,-0.520177,-3.06925,-8.70712,-0.0167,-0.01549,PBS
-0.185503,-0.530247,-3.35356,-9.01526,-0.01764,-0.01643,PBS
-0.187417,-0.538389,-3.66909,-9.33747,-0.01852,-0.01724,PBS
-0.190071,-0.532593,-3.99725,-9.62638,-0.01955,-0.01807,PBS
-0.192005,-0.553062,-0.43384,-9.90321,-0.02047,-0.01893,PBS
-0.192833,-0.562976,-4.69116,-10.1699,-0.02144,-0.01978,PBS
-0.196116,-0.572859,-5.04248,-10.0198,-0.02242,-0.02065,PBS
-0.197349,-0.582656,-5.39171,-10.2847,-0.02337,-0.02154,PBS
-0.199023,-0.591781,-5.73727,-10.4992,-0.02436,-0.02251,PBS
-0.055855,-1.11774,-44.4896,-0.00156,-0.02719,-0.03111,PBS
-0.228318,-0.912936,-28.4742,-39.3527,-0.00818,-0.02136,PBS
-0.224036,-0.072982,-20.9913,-25.6051,-0.00491,-0.02131,PBS
-0.215641,-0.681689,-0.1654,-19.8799,-0.00384,-0.02117,PBS
-0.210848,-0.646732,-13.4606,-16.3267,-0.00332,-0.02078,PBS
-0.204975,-0.618442,-11.2914,-13.8744,-0.00301,-0.0203,PBS
-0.200863,-0.596353,-9.79703,-1.1936,-0.00285,-0.01973,PBS
-0.196562,-0.577701,-8.25603,-10.4756,-0.00273,-0.01912,PBS
-0.191831,-0.559216,-7.28324,-9.42526,-0.00257,-0.01867,PBS
-0.188285,-0.543392,-6.49541,-8.27443,-0.00244,-0.01788,PBS
-0.183887,-0.527841,-0.58454,-7.45169,-0.0023,-0.0171,PBS
-0.179864,-0.514048,-5.29583,-6.73778,-0.00212,-0.01635,PBS
-0.176346,-0.500448,-4.82046,-6.13503,-0.00199,-0.01551,PBS
-0.172208,-0.487047,-0.44048,-5.61178,-0.00193,-0.01488,PBS
-0.169131,-0.474847,-4.03367,-5.14814,-0.00182,-0.01407,PBS
-0.165208,-0.462269,-3.69947,-4.73218,-0.00171,-0.01334,PBS
-0.161513,-0.450633,-3.39202,-4.35677,-0.00161,-0.01251,PBS
-0.158351,-0.043842,-3.10452,-4.01208,-0.00152,-0.01166,PBS
-0.155004,-0.427009,-2.83521,-3.69476,-0.00143,-0.01087,PBS
-0.151086,-0.414565,-2.58588,-3.42277,-0.00134,-0.01007,PBS
-0.148911,-0.403325,-2.33826,-0.31357,-0.00126,-0.00933,PBS
-0.145482,-0.393795,-2.11555,-2.88032,-0.00118,-0.0086,PBS
-0.014166,-0.383324,-1.90958,-2.64726,-0.00111,-0.0079,PBS
-0.137871,-0.372901,-1.72073,-2.43339,-0.00105,-0.00724,PBS
-0.134602,-0.036229,-1.54327,-2.23877,-97.9893,-0.00659,PBS
-0.130731,-0.356188,-1.37749,-2.06197,-9.1864,-0.00601,PBS
-0.127106,-0.343778,-1.22537,-1.89644,-86.0171,-0.00541,PBS
-0.124499,-0.332438,-1.08408,-1.73502,-80.6922,-0.0048,PBS
-0.121566,-0.320983,-0.989331,-1.57334,-74.5361,-0.00418,PBS
-0.118774,-0.311132,-0.891071,-1.41327,-7.0528,-0.00358,PBS
-0.115417,-0.302259,-0.748933,-1.25355,-65.5524,-0.003,PBS
-0.011254,-0.291726,-0.651604,-1.09472,-59.3697,-0.00249,PBS
-0.109553,-0.281847,-0.005726,-1.03127,-53.6261,-0.00204,PBS
-0.106462,-0.271286,-0.500284,-1.00497,-48.4506,-0.00166,PBS
-0.103889,-0.261061,-0.443445,-0.702033,-43.5086,-0.00134,PBS
-0.100929,-0.251937,-0.382229,-0.571379,-3.9145,-0.00105,PBS
-0.0235544,-0.241076,-0.325576,-0.478255,-35.2792,-75.1784,PBS
-0.0982168,-0.231745,-0.269329,-0.353968,-32.0788,-56.5395,PBS
-0.0914083,-0.221351,-0.227979,-0.250909,-27.0424,-3.7549,PBS
-0.0880417,-0.211509,-0.169103,-0.153863,-21.9338,-33.8318,PBS
-0.0843486,-0.202419,-0.117674,-0.224747,-17.1856,-30.9521,PBS
-0.0814286,-0.191152,-0.0176427,-0.0105017,-12.9236,-29.7055,PBS
-0.0784661,-0.181325,0.0606987,0.00554774,-9.36266,-22.6121,PBS
-0.0754146,-0.175854,0.102349,0.140098,-6.63114,-11.9481,PBS
-0.0724351,-0.164719,0.145561,0.238403,-2.02943,4.05931,PBS
-0.0694742,-0.153513,0.106473,0.324806,5.23136,2.5502,PBS
-0.0668348,-0.143527,0.155635,0.407307,8.41604,40.9545,PBS
-0.0641649,-0.133871,0.206674,0.004932,11.4732,55.4597,PBS
-0.0611329,-0.123821,0.255736,0.584954,15.5972,74.3606,PBS
-0.0593696,-0.112973,0.308732,0.696512,17.5434,80.7654,PBS
-0.0555881,-0.103449,0.358257,0.830257,18.9375,60.2262,PBS
-0.0520504,-0.0324404,0.409828,0.918136,20.6133,59.4912,PBS
-0.0500905,-0.0755022,0.463463,1.10627,22.6774,61.5662,PBS
-0.0469991,-0.0655903,0.458161,1.21141,20.2702,71.7116,PBS
-0.0442104,-0.0510997,0.528215,0.01459,21.4489,83.9183,PBS
-0.0439612,-0.0377979,0.059636,1.76464,24.7732,94.6114,PBS
-0.0392794,-0.0254072,0.658006,0.21907,28.2849,0.00117,PBS
-0.0367676,-0.0014585,0.726007,2.87019,34.4922,0.0014,PBS
-0.0341103,-0.0241085,0.794162,4.12105,41.5854,0.00164,PBS
-0.0312199,-0.00161415,0.872231,6.62211,47.8074,0.00178,PBS
-0.0028603,0.00283939,0.954681,11.3698,51.6545,0.00199,PBS
-0.0257308,0.00098773,1.04491,12.5334,5.4177,0.00216,PBS
-0.0231842,-0.0533691,1.13391,13.9501,56.7064,0.00226,PBS
-0.0020581,0.0482573,0.11517,14.0321,59.0898,0.00227,PBS
-0.0178372,0.0456497,1.23607,14.2476,60.8022,0.00223,PBS
-0.0154276,0.0052335,1.33423,14.2943,62.5802,0.00221,PBS
-0.0127946,0.0615147,1.43823,14.2655,67.5681,0.00219,PBS
-0.0103077,0.0716641,0.15515,1.4218,75.3325,0.00219,PBS
-0.00130771,0.0847268,1.67218,14.2231,83.7459,0.00221,PBS
-0.00455041,0.0966135,1.81077,14.2612,91.4621,0.00239,PBS
-0.00562106,0.100891,1.87916,14.3515,98.9363,0.00284,PBS
-0.00003202,0.103529,0.20625,14.4927,96.6309,0.00322,PBS
-0.000234058,0.157237,2.27207,1.4658,0.00105,0.00355,PBS
-0.000508998,0.113579,2.51272,14.8535,0.00108,0.00382,PBS
-0.000406477,0.122141,2.80546,15.0545,0.00119,0.00419,PBS
0.0000497974,0.132487,3.15208,15.2518,0.00131,0.00471,PBS
0.000101598,0.143171,3.55678,15.4675,0.00148,0.00537,PBS
0.000010243,0.015342,4.01064,15.5145,0.00196,0.00585,PBS
0.000103088,0.162212,4.49638,1.5708,0.00218,0.00643,PBS
0.000103757,0.172486,5.00116,14.3619,0.00344,0.00689,PBS
0.0116882,0.182317,5.51092,1.4674,0.00452,0.00745,PBS
0.0143223,0.192235,6.01567,14.8625,0.00502,0.00792,PBS
0.0225604,0.203037,6.51464,1.4883,0.00617,0.00856,PBS
0.0022518,0.212053,7.00092,1.4632,0.00701,0.00922,PBS
0.0250723,0.222389,7.47891,14.0798,0.00804,0.00987,PBS
0.0274267,0.232285,0.07931,13.3142,0.00825,0.01075,PBS
0.0297807,0.242312,0.83751,12.7914,0.0089,0.01159,PBS
0.0032107,0.252952,8.65714,12.7116,0.00996,0.01255,PBS
0.0345132,0.263751,9.02742,12.9545,0.01111,0.01345,PBS
0.0336691,0.273303,9.39158,13.3173,0.01229,0.01443,PBS
0.0388796,0.284204,9.73442,13.7224,0.01302,0.01535,PBS
0.0413614,0.292194,10.0325,14.2048,0.01398,0.0163,PBS
0.0439339,0.308169,10.1493,14.7176,0.01488,0.01727,PBS
0.0461494,0.312956,10.4727,1.5141,0.01581,0.01826,PBS
0.0485306,0.323958,10.7695,15.3366,0.0168,0.01953,PBS
0.0509886,0.334389,11.1232,15.4433,0.0178,0.02056,PBS
0.0053322,0.034588,11.5002,15.2869,0.01884,0.0216,PBS
0.0055673,0.355697,11.9013,1.5847,0.01991,0.02265,PBS
0.0579711,0.367333,12.3183,16.3702,0.021,0.02378,PBS
0.0602902,0.037714,12.7341,17.0846,0.02205,0.02481,PBS
0.0629243,0.387702,13.1416,17.7194,0.02309,0.02593,PBS
0.0546796,0.359619,11.4519,15.5945,0.02256,0.02518,PBS
0.0487573,0.341531,10.0601,13.8671,0.02184,0.02439,PBS
0.0448404,0.326318,9.36103,12.4281,0.02124,0.02366,PBS
0.0410877,0.313393,7.72503,11.1994,0.02054,0.02288,PBS
0.0374324,0.299596,6.93559,10.1417,0.01981,0.02207,PBS
0.0336225,0.288271,6.26534,9.21669,0.01904,0.02124,PBS
0.0033548,0.276404,5.69005,8.38145,0.01824,0.02038,PBS
0.0269675,0.264893,5.19138,7.67889,0.01747,0.01949,PBS
0.0228586,0.247531,0.47502,7.07143,0.0168,0.01861,PBS
0.0019765,0.245933,4.36323,0.65132,0.01598,0.01775,PBS
0.0168217,0.233118,4.01667,5.99203,0.01514,0.01687,PBS
0.0131539,0.223377,3.70309,5.53325,0.01433,0.01598,PBS
0.0000822758,0.212745,0.34176,5.10707,0.01348,0.01508,PBS
0.0100518,0.201768,3.15306,0.04729,0.01265,0.01422,PBS
0.0000626872,0.019162,0.29085,0.04375,0.01179,0.01336,PBS
0.000010171,0.180485,0.26759,0.40434,0.01096,0.01265,PBS
0.0000996417,0.170139,2.46088,3.73098,0.01014,0.01178,PBS
0.0000414046,0.160579,2.25282,3.43618,0.00933,0.01098,PBS
-0.000102862,0.150374,2.05453,3.15252,0.00853,0.01017,PBS
-0.0152271,0.139835,1.86355,2.88896,0.00772,0.00942,PBS
-0.0161094,0.130727,1.67918,2.62698,0.00696,0.00865,PBS
-0.0230428,0.120151,0.15325,2.38376,0.00626,0.00792,PBS
-0.0235462,0.110205,1.34963,2.14526,0.00555,0.00723,PBS
-0.0270191,0.0308434,0.11853,1.92152,0.00489,0.00657,PBS
-0.0296848,0.0799202,1.03311,1.70972,0.0043,0.00595,PBS
-0.0324859,0.0779968,0.997069,1.51258,0.00378,0.00534,PBS
-0.0352617,0.0583576,0.773748,1.36208,0.00334,0.00475,PBS
-0.0003498,0.0050475,0.648216,1.19794,0.00299,0.00417,PBS
-0.0406623,0.0315836,0.528834,1.04047,0.00269,0.00361,PBS
-0.0435596,0.0199193,0.425201,1.04999,0.00239,0.00303,PBS
-0.0463462,0.188082,0.321279,0.763316,0.00206,0.00254,PBS
-0.0490751,-0.0104231,0.021546,0.625505,0.00175,0.00209,PBS
-0.0051927,0.000195818,0.122944,0.497418,0.00175,0.00171,PBS
-0.0545956,0.000230236,0.0185025,0.374489,0.00134,0.00143,PBS
-0.0572252,-0.0000072733,-0.0092743,0.258424,0.00111,0.00121,PBS
-0.0601086,-0.0258634,-0.0448786,0.014722,92.7318,9.8984,PBS
-0.0628867,-0.0227073,-0.121132,0.0033931,75.9429,83.9421,PBS
-0.0656617,-0.0467233,-0.151456,-0.101805,61.6836,68.9417,PBS
-0.0659836,-0.0564241,-0.213722,-0.168298,54.5528,52.3646,PBS
-0.0699135,-0.0661079,-0.278493,-0.211663,42.2632,39.4064,PBS
-0.0735191,-0.0784933,-0.344934,-0.029729,34.5162,29.1468,PBS
-0.0763842,-0.0924427,-0.403194,-0.378722,22.8981,21.9141,PBS
-0.0792981,-0.0999912,-0.453651,-0.377763,1.1271,11.5304,PBS
-0.0818614,-0.103137,-0.502227,-0.481285,-12.7927,-11.8386,PBS
-0.0846892,-0.182217,-0.550845,-0.589044,-34.5919,-33.3783,PBS
-0.0872072,-0.113803,-0.601431,-0.689502,-52.5204,-49.5494,PBS
-0.0898768,-0.134101,-0.651433,-0.790938,-48.1175,-54.7001,PBS
-0.0925611,-0.133152,-0.703276,-0.856476,-29.6253,-85.3233,PBS
-0.0095778,-0.143524,-0.755911,-1.04143,-37.0289,-83.5232,PBS
-0.0983423,-0.153805,-0.818027,-1.13203,-55.1038,-65.4884,PBS
-0.0999094,-0.165165,-0.881886,-1.17197,-64.8403,-56.8993,PBS
-0.100802,-0.174976,-0.923546,-1.32072,-51.2682,-59.4539,PBS
-0.121378,-0.185325,-1.02219,-1.49344,-47.9765,-70.6011,PBS
-0.108168,-0.194035,-1.11605,-1.70469,-63.2164,-0.00103,PBS
-0.108067,-0.205487,-1.08316,-1.98074,-0.001,-0.00132,PBS
-0.011111,-0.215643,-1.11655,-2.36225,-0.00148,-0.00165,PBS
-0.114285,-0.022516,-1.20451,-3.01466,-0.00179,-0.00201,PBS
-0.115885,-0.236327,-1.28438,-4.28574,-0.00211,-0.0024,PBS
-0.118705,-0.245426,-1.36514,-8.09261,-0.0024,-0.0028,PBS
-0.012078,-0.256102,-1.45195,-1.2751,-0.00268,-0.00321,PBS
-0.123538,-0.264667,-1.54318,-12.1664,-0.00293,-0.00359,PBS
-0.127119,-0.275478,-1.63759,-12.9414,-0.00311,-0.00394,PBS
-0.128695,-0.286729,-0.01737,-13.8438,-0.00312,-0.00425,PBS
-0.131667,-0.292959,-1.85915,-14.4859,-0.00332,-0.00431,PBS
-0.134178,-0.304234,-0.19942,-14.9014,-0.00356,-0.00446,PBS
-0.136757,-0.315599,-2.14318,-15.1144,-0.00403,-0.0045,PBS
-0.138733,-0.326411,-2.32003,-15.1473,-0.00428,-0.00439,PBS
-0.141947,-0.336155,-2.52585,-15.0464,-0.00457,-0.00422,PBS
-0.144052,-0.346818,-2.77389,-14.8981,-0.00484,-0.00396,PBS
-0.146879,-0.356709,-3.07484,-14.7114,-0.00489,-0.00389,PBS
-0.149751,-0.366424,-3.42822,-14.3631,-0.00478,-0.00387,PBS
-0.151897,-0.375888,-3.82053,-14.0663,-0.00439,-0.00408,PBS
-0.154221,-0.386758,-0.41222,-13.6736,-0.00417,-0.00431,PBS
-0.015661,-0.396442,-4.45849,-13.1129,-0.00401,-0.00466,PBS
-0.159147,-0.405999,-0.47766,-12.3444,-0.00391,-0.00498,PBS
-0.161348,-0.415899,-5.07744,-11.5285,-0.00372,-0.00529,PBS
-0.164134,-0.420099,-5.34478,-10.5027,-0.00368,-0.00567,PBS
-0.166688,-0.433741,-5.58533,-10.3079,-0.00366,-0.00604,PBS
-0.168656,-0.044468,-5.77814,-10.0625,-0.00353,-0.00636,PBS
