0.02,0.1,0.5,1,5,5n,compound
0.000120778,0.0752742,0.239558,-0.250464,0.00109,0.00112,PBS
-0.0000135794,0.0687463,0.163714,-0.326977,93.8212,9.2415,PBS
-0.0000333089,0.0617892,0.012887,-0.399491,79.7037,74.3442,PBS
-0.000495512,0.0550365,0.180511,-0.465808,69.0204,59.9646,PBS
0.0110064,0.0481356,0.013475,-0.533575,64.1185,43.2503,PBS
-0.0000761416,0.0411853,0.169859,-0.604498,50.3581,0.3506,PBS
-0.000104525,0.0340416,0.193629,-0.682894,36.5316,28.6159,PBS
-0.000104915,0.0268032,0.346003,-0.077244,22.0738,20.7249,PBS
-0.0318431,0.0194594,0.00115133,-0.844994,9.71231,10.6308,PBS
-0.00132045,0.0120123,-0.000000105,-0.968592,-10.6815,-2.81404,PBS
0.170185,0.00043813,-0.0388865,-0.974372,-35.0595,-25.3608,PBS
-0.0115154,-0.00334087,-0.0595204,-1.14352,-39.7604,-42.4581,PBS
-0.000277281,-0.0112563,-0.00000105,-1.11644,-53.3931,-49.6732,PBS
-0.00317432,-0.0196219,-0.184235,-1.23538,-60.8323,-64.1976,PBS
0.0889593,-0.0277369,-0.215718,-1.36344,-63.4419,-55.7383,PBS
-0.0669183,-0.0359077,-0.250856,-0.15045,-6.5447,-42.4755,PBS
-0.0148635,-0.0442063,-0.275763,-1.65917,-66.4956,-4.3405,PBS
-0.0164741,-0.0524085,-0.030444,-1.82039,-65.2236,-50.5252,PBS
-0.0228343,-0.0610687,-0.329727,-1.98466,-69.4229,-61.5345,PBS
-0.0262217,-0.0700059,-0.347975,-2.11594,-78.5482,-81.7277,PBS
-0.0278597,-0.0788255,-0.372398,-2.16648,-89.7201,-0.00105,PBS
-0.0287596,-0.0088272,-0.383899,-2.29656,-0.00105,-0.00124,PBS
-0.0297374,-0.0097973,-0.403881,-2.47819,-0.00131,-0.0014,PBS
-0.0306896,-0.107794,-0.043061,-2.70057,-0.00154,-0.00164,PBS
-0.0319519,-0.011752,-0.450154,-2.97191,-0.00183,-0.00188,PBS
-0.0330921,-0.126325,-0.480573,-3.30408,-0.00211,-0.00209,PBS
-0.0343653,-0.133441,-0.510708,-0.37322,-0.00236,-0.00227,PBS
-0.0368717,-0.138699,-0.538749,-4.29854,-0.00253,-0.00243,PBS
-0.0036026,-0.143291,-0.568993,-5.21612,-0.00263,-0.00254,PBS
-0.0374924,-0.147601,-0.590583,-6.54565,-0.00263,-0.00262,PBS
-0.0392273,-0.015612,-0.637524,-8.29027,-0.00252,-0.00264,PBS
-0.0407262,-0.163589,-0.663771,-10.0977,-0.00243,-0.00264,PBS
-0.0422469,-0.170575,-0.698903,-11.4067,-0.0024,-0.00266,PBS
-0.0437815,-0.177365,-0.740184,-12.4477,-0.00228,-0.0027,PBS
-0.0451269,-0.184101,-0.769184,-12.9903,-0.00222,-0.00272,PBS
-0.0465119,-0.190771,-0.812876,-1.3187,-0.00216,-0.00276,PBS
-0.0479725,-0.197374,-0.849395,-13.1606,-0.00213,-0.0028,PBS
-0.0491671,-0.203912,-0.881572,-13.0123,-0.00209,-0.00283,PBS
-0.0503632,-0.210384,-0.919785,-12.8382,-0.00219,-0.00292,PBS
-0.0518192,-0.021679,-0.095925,-1.1837,-0.00222,-0.00293,PBS
-0.0535719,-0.022313,-0.10087,-11.7651,-0.0024,-0.00322,PBS
-0.0548017,-0.229404,-1.17002,-11.6976,-0.00258,-0.0034,PBS
-0.0560407,-0.235611,-1.08755,-11.6671,-0.00274,-0.00366,PBS
-0.0574626,-0.241753,-1.13855,-11.6497,-0.00303,-0.00392,PBS
-0.0588726,-0.247829,-1.19303,-11.6484,-0.00353,-0.00419,PBS
-0.0664701,-0.253839,-1.24827,-11.6661,-0.00388,-0.00452,PBS
-0.0631365,-0.259782,-1.28726,-11.6884,-0.00472,-0.00494,PBS
-0.0633783,-0.026566,-1.35786,-11.7318,-0.00509,-0.00539,PBS
-0.0643161,-0.271472,-1.42206,-11.7914,-0.00556,-0.00581,PBS
-0.0657151,-0.277218,-1.49043,-11.8648,-0.00597,-0.00635,PBS
-0.0669837,-0.282897,-0.15591,-11.9608,-0.00648,-0.00681,PBS
-0.0684695,-0.288511,-1.63038,-12.0744,-0.00704,-0.00728,PBS
-0.0069934,-0.294059,-1.69466,-12.1789,-0.00764,-0.00781,PBS
-0.0712339,-0.029954,-1.77392,-12.2899,-0.00821,-0.00841,PBS
-0.0726518,-0.304956,-1.84906,-12.4135,-0.0089,-0.00903,PBS
-0.0740561,-0.310306,-1.92531,-12.5432,-0.01056,-0.00967,PBS
-0.0753643,-0.315589,-2.00111,-11.7883,-0.01111,-0.01059,PBS
-0.0767406,-0.320807,-2.07698,-12.0287,-0.01173,-0.01132,PBS
-0.0780611,-0.325958,-2.15346,-12.2966,-0.01254,-0.01218,PBS
-0.0794757,-0.331044,-2.22907,-12.5642,-0.01323,-0.01309,PBS
-0.0806774,-0.336063,-2.30497,-12.8072,-0.01392,-0.01383,PBS
-0.0820344,-0.341017,-2.38161,-13.0018,-0.01461,-0.01464,PBS
-0.0832038,-0.345904,-2.45882,-13.1585,-0.01536,-0.01546,PBS
-0.0851839,-0.350726,-2.53754,-13.2605,-0.01597,-0.01626,PBS
-0.0864055,-0.355481,-2.57651,-13.2922,-0.01662,-0.01714,PBS
-0.0890555,-0.360171,-2.66837,-13.2559,-0.01731,-0.01795,PBS
-0.0455542,-0.887217,-4.74295,-40.3043,-0.02596,-0.02531,PBS
-0.104151,-0.432266,-3.48495,-14.2115,-0.02489,-0.02409,PBS
-0.0350668,-0.395054,-2.96066,-8.13109,-0.02438,-0.02372,PBS
-0.237102,-0.367166,-0.02622,-6.19193,-0.02364,-0.02296,PBS
-0.225892,-0.345972,-2.37204,-5.00887,-0.0228,-0.02219,PBS
-0.0267401,-0.329315,-2.17356,-4.17005,-0.02209,-0.02133,PBS
-0.0747232,-0.313257,-2.00763,-3.54269,-0.02126,-0.02048,PBS
-0.0811852,-0.299146,-1.86696,-3.04558,-0.02032,-0.01958,PBS
-0.0081491,-0.286502,-1.74383,-2.64073,-0.01937,-0.01885,PBS
-0.0805296,-0.275265,-1.63263,-2.29289,-0.01843,-0.01797,PBS
-0.0783695,-0.263268,-1.53578,-0.19852,-0.01752,-0.01706,PBS
-0.0766087,-0.255308,-1.44453,-1.71081,-0.01661,-0.0162,PBS
-0.0746808,-0.244018,-1.36091,-1.46522,-0.01564,-0.01531,PBS
-0.0730286,-0.236842,-1.28254,-1.25303,-0.01474,-0.01451,PBS
-0.0650368,-0.227727,-1.20902,-1.06993,-0.01382,-0.01377,PBS
-0.0679044,-0.220106,-1.14137,-1.04999,-0.0129,-0.01293,PBS
-0.0673786,-0.214023,-1.07595,-0.800167,-0.01202,-0.01208,PBS
-0.0662369,-0.204504,-1.01437,-0.664852,-0.01108,-0.01135,PBS
-0.0643269,-0.198557,-1.00442,-0.605069,-0.01025,-0.0105,PBS
-0.0627076,-0.191014,-1.02393,-0.487632,-0.00936,-0.00969,PBS
-0.0611267,-0.195791,-0.877759,-0.458785,-0.00855,-0.00893,PBS
-0.0594717,-0.179017,-0.805823,-0.401672,-0.00774,-0.00821,PBS
-0.0591295,-0.017301,-0.774713,-0.329281,-0.00698,-0.00749,PBS
-0.0005713,-0.162767,-0.072311,-0.028647,-0.00625,-0.00685,PBS
-0.0055135,-0.158577,-0.677507,-0.024401,-0.00557,-0.00633,PBS
-0.0533294,-0.015277,-0.630166,-0.019299,-0.005,-0.00569,PBS
-0.0515213,-0.146022,-0.591094,-0.163522,-0.00447,-0.0051,PBS
-0.0499272,-0.140922,-0.539555,-0.134712,-0.00398,-0.00453,PBS
-0.0482481,-0.126783,-0.502569,-0.101246,-0.00351,-0.00395,PBS
-0.0046776,-0.125192,-0.469178,-0.102353,-0.00305,-0.00338,PBS
-0.0453046,-0.118185,-0.421302,-0.0908458,-0.00257,-0.00282,PBS
-0.0435843,-0.112559,-0.368608,-0.147414,-0.0021,-0.00232,PBS
-0.0371743,-0.108257,-0.328759,-0.0249979,-0.00171,-0.00188,PBS
-0.0397541,-0.101587,-0.297693,-0.0234646,-0.00138,-0.00153,PBS
-0.0394656,-0.228755,-0.254496,-0.0666435,-0.00119,-0.00127,PBS
-0.0372088,-0.238222,-0.216497,0.0672224,-0.00105,-0.00107,PBS
-0.0352725,-0.0453337,-0.180933,0.0815204,-79.9874,-88.0222,PBS
-0.0333038,-0.161299,-0.201247,0.104046,-62.4487,-69.3366,PBS
-0.0313704,-0.0344438,-0.126033,0.141121,-48.8254,-4.9689,PBS
-0.0295663,-0.0740015,-0.288436,0.010656,-4.0086,-37.5137,PBS
-0.0279494,-0.0855447,-0.017351,0.125512,-31.8068,-28.3813,PBS
-0.0264126,-0.0838743,-0.138308,0.152678,-2.3484,-20.7049,PBS
-0.0024801,-0.0777545,-0.149352,0.174815,-14.7046,-13.6381,PBS
-0.0231313,-0.0069471,-0.167704,0.204585,-10.4169,-10.0503,PBS
-0.0212391,-0.0600821,-0.00111309,0.235283,10.1733,10.4946,PBS
-0.0197113,-0.0489064,-0.0990757,0.263243,33.6997,32.2715,PBS
-0.0187601,-0.0389359,-0.0996744,0.290067,58.2118,51.1145,PBS
-0.0171186,-0.0327041,-0.0440004,0.322885,57.7642,61.8284,PBS
-0.0154437,-0.0211108,-0.0285628,0.351079,47.9588,82.6202,PBS
-0.0142663,-0.0132514,0.0353759,0.389824,45.7068,80.1945,PBS
-0.0158409,-0.00115452,0.0735142,0.045035,34.8263,59.3514,PBS
-0.0123902,0.0100102,0.102452,0.506802,32.7345,50.5989,PBS
-0.00116618,-0.0683424,0.0743331,0.579696,36.7763,55.1183,PBS
-0.00801532,-0.0110071,0.183877,0.659307,0.5458,66.8485,PBS
-0.00890758,0.000209423,0.209396,0.752305,87.5105,89.4218,PBS
-0.00455648,0.306631,0.223777,0.841663,0.00126,0.0011,PBS
-0.00308718,0.0143314,0.240802,0.964876,0.00166,0.00145,PBS
-0.00022868,0.0134889,0.251207,1.08924,0.00201,0.00178,PBS
-0.00100053,0.0196494,0.263613,1.32256,0.00232,0.00211,PBS
-0.0000126138,0.0265993,0.290219,1.64236,0.00266,0.00243,PBS
-0.000100012,0.0365683,0.317647,2.05533,0.00302,0.00276,PBS
-0.0000720604,0.0451987,0.321622,2.70186,0.00338,0.00306,PBS
0.00000999437,0.0559194,0.337834,3.81089,0.00373,0.00332,PBS
-0.00122275,0.0656094,0.358802,0.05445,0.00399,0.0035,PBS
0.00594643,0.0768429,0.357204,0.74665,0.00416,0.00356,PBS
0.00895414,0.0884613,0.329879,9.55075,0.00419,0.0035,PBS
0.00817837,0.0983667,0.410099,10.8945,0.00402,0.00302,PBS
0.00945182,0.0999912,0.425737,12.0152,0.0038,0.00301,PBS
0.00998532,0.103077,0.045631,11.5828,0.00356,0.003,PBS
0.0100982,0.104985,0.480197,11.9148,0.00336,0.00304,PBS
0.0102186,0.150419,0.515423,1.2053,0.00327,0.00313,PBS
0.0103182,0.129566,0.544714,12.0736,0.0032,0.0034,PBS
-0.143398,0.137885,0.587963,12.0282,0.00318,0.00374,PBS
0.0123046,0.146956,0.062956,11.9721,0.00321,0.00403,PBS
0.0011161,0.152148,0.667587,11.9191,0.00325,0.00424,PBS
0.0174259,0.156017,0.726981,11.8653,0.00342,0.00444,PBS
0.0207907,0.161597,0.077552,11.8213,0.00362,0.00472,PBS
0.0218034,0.168718,0.008231,11.7766,0.00395,0.00503,PBS
0.0228449,0.174854,0.879534,11.7644,0.00432,0.00548,PBS
0.0240795,0.180288,0.919451,11.7663,0.00462,0.00609,PBS
0.0219263,0.187964,0.096932,11.7486,0.00501,0.00687,PBS
0.0243774,0.191561,0.979269,11.7477,0.00547,0.00754,PBS
0.0264693,0.198838,1.07426,11.7377,0.00594,0.00812,PBS
0.0028028,0.204069,1.13248,11.7315,0.00648,0.00881,PBS
0.0291239,0.185007,1.19101,11.7247,0.0071,0.00945,PBS
0.0301232,0.214126,1.25085,11.2123,0.00788,0.01005,PBS
0.0312734,0.222125,1.31044,11.2106,0.00852,0.01069,PBS
0.0322652,0.227989,1.37353,11.0063,0.00926,0.01132,PBS
0.0335267,0.234504,1.43581,10.9443,0.00989,0.01203,PBS
0.0346705,0.241722,1.49813,10.7928,0.0107,0.01278,PBS
0.0359534,0.247743,1.56374,10.5188,0.01142,0.01352,PBS
0.0370065,0.253509,1.62902,10.1198,0.01224,0.01427,PBS
0.0380315,0.258388,1.69467,9.60838,0.01298,0.01515,PBS
0.0003927,0.265303,1.76407,9.40734,0.01384,0.016,PBS
0.0404779,0.270587,1.83312,9.67228,0.01468,0.01687,PBS
0.0417125,0.275319,1.90597,9.94755,0.01562,0.01797,PBS
0.0427515,0.028208,1.98247,9.76543,0.01642,0.01892,PBS
0.0468517,0.287929,2.06198,10.2513,0.01759,0.01981,PBS
0.0452163,0.291203,2.15031,10.7496,0.01853,0.02069,PBS
0.0462958,0.299946,0.22448,11.2633,0.01941,0.0216,PBS
0.0474953,0.303281,2.34768,11.8449,0.0205,0.02268,PBS
0.0522412,0.262836,2.15471,10.0861,0.01984,0.0221,PBS
0.0518353,0.252792,1.99923,8.43614,0.01932,0.02146,PBS
0.0511565,0.253965,1.86743,7.19243,0.01868,0.02085,PBS
0.0489907,0.240507,1.75409,6.26652,0.01809,0.02015,PBS
0.0465028,0.232536,1.65571,5.48514,0.01749,0.01952,PBS
0.0446006,0.223674,1.56757,4.83157,0.01682,0.01877,PBS
0.0426862,0.219179,1.48933,0.42819,0.01621,0.01804,PBS
0.0406632,0.211734,1.41789,3.81907,0.01553,0.01731,PBS
0.0387102,0.205511,1.35202,3.42873,0.01496,0.01652,PBS
0.0365786,0.199789,1.28998,3.09958,0.01431,0.01572,PBS
0.0346941,0.191617,1.23056,2.81867,0.01362,0.01516,PBS
0.0329384,0.187709,1.17562,2.57212,0.01289,0.01433,PBS
0.0308723,0.180716,1.12161,2.35551,0.01215,0.01352,PBS
0.0290085,0.175461,1.06814,2.16176,0.01145,0.01281,PBS
0.0283319,0.168414,0.10186,1.98982,0.01074,0.01202,PBS
0.0275955,0.165551,0.980129,1.83377,0.01002,0.01125,PBS
0.0241479,0.157991,0.903551,1.68156,0.00932,0.01051,PBS
0.0217202,0.151213,0.0000105,1.53259,0.00859,0.00988,PBS
0.0198919,0.154969,0.820208,1.38886,0.00788,0.00915,PBS
0.0185469,0.139991,0.079171,1.26372,0.00717,0.00846,PBS
0.0169266,0.013249,0.766091,1.10582,0.00651,0.00783,PBS
0.0153613,0.124663,0.693422,0.0000105,0.00587,0.00718,PBS
0.0138352,0.119571,0.654996,0.788249,0.00526,0.00657,PBS
0.0123352,0.113066,0.611896,0.667838,0.0047,0.00601,PBS
0.0109367,0.108243,0.589414,0.579379,0.00425,0.0055,PBS
0.0338672,0.100425,0.532219,0.484301,0.00391,0.00502,PBS
0.000226863,0.100045,0.483179,0.385788,0.00371,0.00458,PBS
0.00104182,0.0699781,0.440403,0.294149,0.0036,0.00415,PBS
0.233499,0.0495174,0.410353,0.210296,0.00343,0.00369,PBS
0.000153946,0.0105244,0.355314,0.132362,0.00316,0.00326,PBS
0.000694047,0.0718915,0.314032,0.0238406,0.00282,0.00275,PBS
0.00001003,0.0090223,0.273352,-0.102372,0.00234,0.00231,PBS
0.000861862,0.0090821,0.323978,-0.0417441,0.00191,0.00192,PBS
0.000381738,0.0861265,0.197252,-0.142361,0.00185,0.00159,PBS
-0.000274769,0.0786051,0.156575,-0.218871,0.00157,0.00132,PBS
-0.00103144,0.0712373,0.128529,-0.256871,0.00129,0.00108,PBS
-0.00103867,0.0617123,0.294021,-0.032798,0.00106,87.4491,PBS
-0.00104432,0.0050486,0.322814,-0.404289,87.2976,73.1464,PBS
-0.00332011,0.0003932,0.274434,-0.465149,70.6272,59.4902,PBS
-0.0010236,0.0288677,0.014345,-0.525882,55.8343,46.3443,PBS
-0.0102323,0.0193269,0.441827,-0.575833,39.2595,36.8074,PBS
0.205694,0.0111578,0.0171251,-0.063861,24.5146,24.9489,PBS
-0.0115627,0.0138869,0.0800141,-0.071279,11.2761,12.1964,PBS
-0.0185704,0.000187458,-0.00141675,-0.794195,-4.06144,-3.13879,PBS
-0.0164371,-0.0000562337,-0.0727899,-0.861389,-27.8399,-25.9337,PBS
-0.0018061,-0.000466983,-0.0711274,-0.10032,-3.9577,-26.3392,PBS
-0.0198049,-0.112409,-0.166949,-0.926811,-31.0073,-41.8352,PBS
-0.0211669,-0.00152385,-0.177569,-1.03064,-27.1985,-52.6576,PBS
-0.0224248,0.102853,-0.199876,-1.15165,-27.6258,-46.6036,PBS
-0.0023657,-0.0244429,-0.220286,-1.27799,-25.8187,-0.3765,PBS
-0.0241136,-0.0240605,-0.024787,-1.41064,-26.8955,-41.0754,PBS
-0.0255929,-0.0282328,-0.266764,-0.15231,-31.9024,-47.5299,PBS
-0.0283776,-0.0395549,-0.288691,-1.70604,-50.8733,-59.3286,PBS
-0.0027552,-0.0491724,-0.276199,-1.90527,-81.0965,-91.3139,PBS
-0.0286739,-0.0608569,-0.312291,-2.13642,-92.4746,-0.00105,PBS
-0.0283028,-0.0731618,-0.330245,-2.40974,-0.00119,-0.0013,PBS
-0.0304157,-0.0859977,-0.350915,-2.74877,-0.00144,-0.00157,PBS
-0.0321214,-0.0984266,-0.368807,-3.18585,-0.00166,-0.00185,PBS
-0.0033532,-0.229384,-0.383293,-3.66932,-0.00178,-0.00214,PBS
-0.0349294,-0.119987,-0.412175,-0.39513,-0.00205,-0.00242,PBS
-0.0348962,-0.101593,-0.422837,-4.66427,-0.00229,-0.00268,PBS
